N,cor_xm,rel,gamma_xm,method,coverage_std,coverage_usd,outlier_se,power_lrt,power_std,power_usd,raw_bias,raw_rse_bias,rmse,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,type1_lrt,type1_std,type1_usd,N_lab,gammaint_lab,cor_xm_lab,rel_lab
100,0.6,0.7,0,mmr,0.9455,0.952,0.6,0.04800000000000004,0.05449999999999999,0.04800000000000004,4.137268518750105e-4,-0.008613527183702896,0.08860715614329812,0.004668109599136331,0.020289855135088027,-0.013503048216305436,3.88256744728497e-4,-0.006838850273068076,0.048,0.0545,0.048,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
100,0.6,0.7,0,rapi,0.988,0.9785,8.5,0.021499999999999964,0.01200000000000001,0.021499999999999964,-0.018672823676849613,-0.7723316116646106,0.9990903925187016,-0.01868841534625849,0.010547295493440943,0.022319883079485514,0.0024187772796908963,-0.8703025600841714,0.0215,0.012,0.0215,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
100,0.6,0.7,0,tspa,0.9695,0.9655,6.4,0.034499999999999975,0.03049999999999997,0.034499999999999975,0.001364208458265561,-0.0819322462108526,0.15004916969937057,0.009089845270248873,0.03486967923490379,0.03970520873264505,0.0020366083309218833,-0.22788197458480597,0.0345,0.0305,0.0345,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
100,0.6,0.7,0,upi,0.9885,0.977,7.000000000000001,0.02300000000000002,0.011499999999999955,0.02300000000000002,0.010973204339679774,0.0022167459337618656,0.33873340282227143,0.03240371770147843,-0.006376405269569151,-0.03152258680387743,0.0022928668032611973,-0.6401320327795259,0.023,0.0115,0.023,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
100,0.6,0.8,0,mmr,0.9465,0.948,1.0999999999999999,0.052000000000000046,0.05349999999999999,0.052000000000000046,-0.002401926126290353,-7.937946633373993e-5,0.08678622173894236,-0.027680036468242963,0.005693387409388839,0.007057191474047597,-8.763641930750628e-4,-4.790080437144795e-5,0.052,0.0535,0.052,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
100,0.6,0.8,0,rapi,0.978,0.965,3.9,0.03500000000000003,0.02200000000000002,0.03500000000000003,-0.0017566788528283396,0.002113515448981973,0.10743976082415736,-0.01634845808808494,0.007923180429953717,0.039964539881993,-5.021582681551689e-4,-0.04389071532306932,0.035,0.022,0.035,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
100,0.6,0.8,0,tspa,0.964,0.9565,3.45,0.04349999999999998,0.03600000000000003,0.04349999999999998,-0.0021549420920317034,-0.022188135572423606,0.10312511580913944,-0.020895722598902586,-2.0547236733188873e-4,0.022190495542379063,-6.924963135616397e-4,-0.05387619528046905,0.0435,0.036,0.0435,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
100,0.6,0.8,0,upi,0.972,0.957,4.3,0.04300000000000004,0.028000000000000025,0.04300000000000004,-0.0012107759921991266,-0.10566524662771304,0.12050415347099687,-0.010045582091384625,0.03150070397610962,-0.009722286922782541,0.0014279934703776902,-0.16346918107671815,0.043,0.028,0.043,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
100,0.6,0.9,0,mmr,0.9365,0.9405,0.44999999999999996,0.0595,0.0635,0.0595,-0.0013246275368579475,-0.010349722612744916,0.08646280189012805,-0.01531816860925569,-0.010956336989646306,0.007120024221088261,-5.523492292074108e-4,-0.009559676889961066,0.0595,0.0635,0.0595,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
100,0.6,0.9,0,rapi,0.952,0.946,1.95,0.05400000000000005,0.04800000000000004,0.05400000000000005,-0.0010724649216839522,-7.81833256584541e-5,0.08611340419808586,-0.01245195150413038,-0.017974924838245254,0.03270731093607848,-3.6064702443824854e-5,-0.01367530501967773,0.054,0.048,0.054,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
100,0.6,0.9,0,tspa,0.9505,0.9445,1.55,0.055499999999999994,0.04949999999999999,0.055499999999999994,-9.273087809383044e-4,-0.0026519200436944113,0.08444237979056293,-0.010979473012757358,-0.0016074379992307764,0.053043540736115835,8.742846947958648e-5,-0.013456007652087432,0.0555,0.0495,0.0555,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
100,0.6,0.9,0,upi,0.9575,0.949,2.25,0.051000000000000045,0.04249999999999998,0.051000000000000045,-7.365741440325124e-4,-0.02506576573705288,0.0873510075946764,-0.008430539949895092,0.014061447650988303,0.005038468349689129,0.0010153570392750142,-0.042867051076231344,0.051,0.0425,0.051,italic(N) == 100,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
250,0,0.7,0,mmr,0.944,0.944,0.95,0.05600000000000005,0.05600000000000005,0.05600000000000005,7.978046339193054e-6,-0.012368975494917445,0.05983366467779585,1.333037461784299e-4,0.017715441482617146,0.003351214828882121,1.5900380022581997e-4,-0.01123415478107459,0.056,0.056,0.056,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
250,0,0.7,0,rapi,0.9715,0.9645,3.95,0.035499999999999976,0.02849999999999997,0.035499999999999976,-8.359037989019469e-4,-0.011665992871896291,0.10093412335381527,-0.008279890180669042,0.033495982775564266,0.025664522209267515,4.09994602529132e-4,-0.06222207167667304,0.0355,0.0285,0.0355,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
250,0,0.7,0,tspa,0.954,0.951,2.9000000000000004,0.049000000000000044,0.04600000000000004,0.049000000000000044,-5.437572553725051e-4,-0.03405178779682316,0.09553467284518571,-0.005690395838459138,-0.002757906963989104,-0.010328733029176251,2.635556496113694e-4,-0.06690873068599845,0.049,0.046,0.049,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
250,0,0.7,0,upi,0.97,0.958,2.55,0.04200000000000004,0.030000000000000027,0.04200000000000004,-0.0019558186208097966,-0.10850084274108496,0.11565656897288079,-0.01690876067513961,0.008729067298067852,0.024160569690170552,9.225732270590958e-4,-0.17103860106001478,0.042,0.03,0.042,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.7
250,0,0.8,0,mmr,0.9435,0.946,1,0.05400000000000005,0.056499999999999995,0.05400000000000005,9.725038437096946e-4,-0.027192427846635336,0.06004847518967471,0.016193387352467923,0.03885363900012319,-0.020937105254108745,0.001279687684968504,-0.026333402140996665,0.054,0.0565,0.054,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
250,0,0.8,0,rapi,0.9585,0.9535,1.8499999999999999,0.046499999999999986,0.04149999999999998,0.046499999999999986,0.001545195612674355,-0.026363282234025176,0.08096175943996674,0.019084203533751908,0.019725340122837987,-0.026928343099224095,0.0019060547532200292,-0.041594745466348226,0.0465,0.0415,0.0465,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
250,0,0.8,0,tspa,0.951,0.95,1.5,0.050000000000000044,0.049000000000000044,0.050000000000000044,0.0015170238609771836,-0.03208532749229509,0.07875423710150593,0.01926151620748443,0.02740810726068214,-0.03654143708384405,0.0018681258965713716,-0.04443672307284774,0.05,0.049,0.05,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
250,0,0.8,0,upi,0.954,0.9455,2.5,0.05449999999999999,0.04600000000000004,0.05449999999999999,0.001197706309368354,-0.06602711525575744,0.08645643385223746,0.01385115841518304,0.04788377267487962,-0.020763839101744064,0.0027512238564415003,-0.09216705740060871,0.0545,0.046,0.0545,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.8
250,0,0.9,0,mmr,0.9515,0.953,1.4000000000000001,0.04700000000000004,0.04849999999999999,0.04700000000000004,3.31425752470023e-4,-0.011253221009005832,0.058469538529152466,0.005667022815457039,0.044397930542394194,-0.0010821176669491006,0.0010020063498914953,-0.010197500651288882,0.047,0.0485,0.047,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
250,0,0.9,0,rapi,0.9575,0.954,1.05,0.04600000000000004,0.04249999999999998,0.04600000000000004,6.058588513570425e-4,-0.009770684312013778,0.06717987170358475,0.009016569780819909,0.032847602664380575,0.0025039325843909666,0.0014511120593225812,-0.01470206995962553,0.046,0.0425,0.046,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
250,0,0.9,0,tspa,0.9555,0.952,0.75,0.04800000000000004,0.044499999999999984,0.04800000000000004,6.473906609322219e-4,-0.010294471625856283,0.0661207043500943,0.00978906417836195,0.03951292168654795,0.0037705766586713096,0.001589044336848077,-0.014573816693184805,0.048,0.0445,0.048,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
250,0,0.9,0,upi,0.9585,0.953,1.8499999999999999,0.04700000000000004,0.04149999999999998,0.04700000000000004,8.785148065062102e-4,-0.0196514885477721,0.06773062452214965,0.012968565517304109,0.035401014327218594,0.0061952369911013605,0.0017716336517070838,-0.027503205953672172,0.047,0.0415,0.047,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0,rho == 0.9
250,0.3,0.7,0,mmr,0.9395,0.9415,0.8500000000000001,0.058499999999999996,0.0605,0.058499999999999996,7.705563937357133e-4,-0.022242362886769063,0.05866439518701374,0.013132841331845134,0.038023076790625346,-0.013161412680564921,0.0015370845509427035,-0.02161459132798227,0.0585,0.0605,0.0585,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0,rapi,0.9655,0.9565,4.05,0.04349999999999998,0.034499999999999975,0.04349999999999998,0.0010193634026670264,-0.032895837061097,0.09401246394269573,0.010840780036012677,0.011267061649558197,-0.008540507437165168,0.0015547698478184807,-0.07710300398026759,0.0435,0.0345,0.0435,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0,tspa,0.948,0.946,2.55,0.05400000000000005,0.052000000000000046,0.05400000000000005,7.692961428866672e-4,-0.045027523302558214,0.08869300514223909,0.008671853278572283,0.014172386071676498,-0.022985029824000525,0.001238001575573826,-0.07398641479243584,0.054,0.052,0.054,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0,upi,0.9695,0.958,2.1,0.04200000000000004,0.03049999999999997,0.04200000000000004,8.04026012787941e-4,-0.11021210885996491,0.10357275708149957,0.007761203092979167,0.020203324000714534,0.034935310485881166,0.0013838685448273429,-0.1474545412049605,0.042,0.0305,0.042,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.7
250,0.3,0.8,0,mmr,0.9415,0.9425,1.6,0.057499999999999996,0.058499999999999996,0.057499999999999996,3.1539654195285213e-4,-0.028634958855174197,0.05829257325632364,0.005409304836057751,0.01733805334652489,-0.02746130111538303,9.648550688343117e-4,-0.02760296302831411,0.0575,0.0585,0.0575,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0,rapi,0.9595,0.9515,1.8499999999999999,0.04849999999999999,0.04049999999999998,0.04849999999999999,3.7541028994435895e-4,-0.02204857420380224,0.07366595205807258,0.005094908689924023,0.008173793340499634,-0.03435857175595436,0.0014188637945592455,-0.03718875592307824,0.0485,0.0405,0.0485,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0,tspa,0.952,0.9485,1.55,0.05149999999999999,0.04800000000000004,0.05149999999999999,3.718965255331653e-4,-0.028361680403600764,0.07191078991587331,0.0051704134026263485,0.028159684491447245,-0.03489909515604106,0.0012791636729552172,-0.04075990272342056,0.0515,0.048,0.0515,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0,upi,0.954,0.947,2.7,0.05300000000000005,0.04600000000000004,0.05300000000000005,9.076225252126322e-4,-0.057359812346563954,0.07831373123012621,0.011587451178035437,0.001675964755826749,-0.03770686666423595,0.0015435777211591567,-0.08435475107977464,0.053,0.046,0.053,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.8
250,0.3,0.9,0,mmr,0.945,0.9465,1.4000000000000001,0.05349999999999999,0.05500000000000005,0.05349999999999999,2.1369258736896727e-4,-0.015664177903903953,0.05683603902628977,0.0037588943782290033,7.539465113569722e-4,0.00484674138828356,0.0010089134066323788,-0.014702695417658895,0.0535,0.055,0.0535,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0,rapi,0.95,0.9475,0.8500000000000001,0.05249999999999999,0.050000000000000044,0.05249999999999999,3.1260279559491426e-4,-0.013356547350171222,0.06209605437241188,0.005032986371060914,0.011594272724016167,-3.033402489656112e-4,0.0012824379300098306,-0.01851072605912807,0.0525,0.05,0.0525,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0,tspa,0.95,0.9495,0.75,0.05049999999999999,0.050000000000000044,0.05049999999999999,4.181744789611059e-4,-0.015108851185755445,0.061294937974341546,0.006820785953901194,0.012497434544576013,-0.008772530442846094,0.0014058763620537888,-0.019507687244253002,0.0505,0.05,0.0505,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0,upi,0.9505,0.947,1.15,0.05300000000000005,0.04949999999999999,0.05300000000000005,7.055941831797872e-4,-0.021110471334931158,0.06250753171250024,0.011286043305623489,0.003189770449452145,-0.019374661992969,0.001417942174260453,-0.030126936450105557,0.053,0.0495,0.053,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.3,rho == 0.9
250,0.6,0.7,0,mmr,0.941,0.9425,0.65,0.057499999999999996,0.05900000000000005,0.057499999999999996,-0.001419137830916916,-0.03230102619287056,0.05742451350765361,-0.024714470630650225,-0.03681078842600801,-0.02716060487611127,-0.001418823505681343,-0.03175244218918949,0.0575,0.059,0.0575,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
250,0.6,0.7,0,rapi,0.965,0.954,3.25,0.04600000000000004,0.03500000000000003,0.04600000000000004,-0.001394328292127337,-0.03316650926685816,0.07517780295104602,-0.01854562695251962,-0.026989637967203835,0.002624548330833809,-0.0012218676533051348,-0.0635281111948095,0.046,0.035,0.046,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
250,0.6,0.7,0,tspa,0.9485,0.942,2.15,0.05800000000000005,0.05149999999999999,0.05800000000000005,-0.0016029498931959191,-0.050265229978116555,0.0728073348080022,-0.02201615597831056,-0.019467020586832952,-0.03633670027378566,-0.0014072525239935759,-0.07078625658434379,0.058,0.0515,0.058,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
250,0.6,0.7,0,upi,0.963,0.952,1.7999999999999998,0.04800000000000004,0.03700000000000003,0.04800000000000004,-0.0023777182702936343,-0.11255266579499079,0.08551950554754507,-0.027807025609706243,-0.0277908538969596,-0.006258490649898918,-0.002623941709993102,-0.14614736415350416,0.048,0.037,0.048,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.7
250,0.6,0.8,0,mmr,0.946,0.9475,1.0999999999999999,0.05249999999999999,0.05400000000000005,0.05249999999999999,3.230912546326113e-5,-0.015502045341362236,0.05560965073522475,5.808533626211567e-4,-0.031658321865405,-7.480246865705364e-4,2.0715673494010737e-4,-0.014714089983732914,0.0525,0.054,0.0525,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
250,0.6,0.8,0,rapi,0.955,0.9455,1.5,0.05449999999999999,0.04500000000000004,0.05449999999999999,-1.6738002826876546e-4,-0.009269096314899028,0.06063688619259865,-0.002759686818825438,-0.018931470566207698,0.011069503981346429,9.898476743054191e-5,-0.02002393851989459,0.0545,0.045,0.0545,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
250,0.6,0.8,0,tspa,0.949,0.9445,1.7500000000000002,0.055499999999999994,0.051000000000000045,0.055499999999999994,-5.6966846975686624e-5,-0.015178318894729426,0.059598532806454364,-9.556045563274242e-4,-0.01669511035456089,-0.0026772080156642897,2.3403154313601465e-4,-0.024369435569022158,0.0555,0.051,0.0555,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
250,0.6,0.8,0,upi,0.9525,0.9455,2.55,0.05449999999999999,0.04749999999999999,0.05449999999999999,4.998122588278692e-4,-0.03399957818168797,0.06371723481579714,0.007842503925911676,-0.02274704465110231,-0.015011939472281632,1.2897225097735282e-4,-0.058686711000126235,0.0545,0.0475,0.0545,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.8
250,0.6,0.9,0,mmr,0.9415,0.945,1.15,0.05500000000000005,0.058499999999999996,0.05500000000000005,7.965991501005356e-5,-0.011854334009392398,0.05467195720026561,0.001456689794141794,-0.009141735948586359,-0.01209542167533939,3.0759310207576103e-4,-0.011108338828222708,0.055,0.0585,0.055,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
250,0.6,0.9,0,rapi,0.949,0.9445,0.75,0.055499999999999994,0.051000000000000045,0.055499999999999994,-5.3157924997853e-6,-0.006888908523059012,0.05243899675530002,-1.0134563476882451e-4,-0.02195681746143894,-0.0021384052866963987,2.7804678204972646e-4,-0.0109046884327747,0.0555,0.051,0.0555,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
250,0.6,0.9,0,tspa,0.9495,0.948,0.5499999999999999,0.052000000000000046,0.05049999999999999,0.052000000000000046,1.1756454255579955e-4,-0.00874400358567895,0.05196757868770206,0.0022617072312835027,-0.013206725680896427,0.00800845066044431,4.2397373215998673e-4,-0.012344365947305036,0.052,0.0505,0.052,italic(N) == 250,\beta_{xm} == 0,corr[XM] == 0.6,rho == 0.9
