N,cor_xm,rel,gamma_xm,method,coverage_std,coverage_usd,outlier_se,power_lrt,power_std,power_usd,raw_bias,raw_rse_bias,rmse,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,type1_lrt,type1_std,type1_usd,N_lab,gammaint_lab,cor_xm_lab,rel_lab
250,0.3,0.7,0.3,rapi,0.969,0.949,5.050000000000001,0.9055,0.882,0.9055,0.01925648814328305,0.07689481682988397,0.11167571205324606,0.17501049544307296,0.09528204321606594,0.0475530529560273,0.011085724801538688,-0.009053347134611256,0.9055,0.882,0.9055,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0.3,tspa,0.937,0.9245,3.4000000000000004,0.9385,0.935,0.9385,0.005135409050305549,-0.09477986520574111,0.10160795699737583,0.05059342959176303,-0.014645341067872015,-0.08355394018290707,-0.0013744809170728178,-0.13155356928884143,0.9385,0.935,0.9385,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0.3,upi,0.915,0.904,3.2,0.8215,0.79,0.8215,0.010277643305533778,-0.036184626099617145,0.13555501296889838,0.07601883924554198,-0.04382364207129961,-0.03195606644882398,-0.0014262187603852339,-0.11199483019434087,0.8215,0.79,0.8215,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
250,0.3,0.8,0.3,mmr,0.8295,0,0.75,0.9865,0.987,0.9865,-0.04915096143202074,-0.11861560992686193,0.0768193743114674,-0.8323330682254351,-0.7868387266251605,-0.11615295682394844,-0.04687657912276083,-0.11778357054527511,0.9865,0.987,0.9865,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0.3,rapi,0.9685,0.843,2.4,0.983,0.981,0.983,0.009483842282004258,0.06377655047057784,0.0793992560446802,0.12027619031550751,0.11116588567815817,0.04006258386117678,0.008489671380187191,0.039861963851238746,0.983,0.981,0.983,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0.3,tspa,0.948,0.9295,1.4500000000000002,0.984,0.983,0.984,0.0030442287357648474,-0.04556212409907823,0.07670327083002725,0.039709746035963445,0.028542047905847696,-0.04792357510637191,0.002236957837054576,-0.058486012703943824,0.984,0.983,0.984,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0.3,upi,0.9405,0.9195,3.15,0.975,0.971,0.975,0.009308010322933583,-0.06163048920966274,0.09743835772801657,0.09594204268401796,-0.012709959662258036,-0.0643562999516275,0.00233343281417725,-0.10073017402213569,0.975,0.971,0.975,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.9,0.3,mmr,0.897,0,0.8500000000000001,0.9975,0.998,0.9975,-0.01959267252764141,-0.12225061768370482,0.0605219244378159,-0.3420679220313921,-0.2916924156638387,-0.10520210517303874,-0.017326667085096725,-0.12170111637286318,0.9975,0.998,0.9975,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0.3,rapi,0.9575,0.7685,0.75,0.997,0.997,0.997,0.003471605999950929,0.030394750990480945,0.06395352118310514,0.05434982811515981,0.06808743661645877,0.030601099736910164,0.003946310747808157,0.024021808784877585,0.997,0.997,0.997,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0.3,tspa,0.9465,0.929,0.7000000000000001,0.998,0.9975,0.998,7.80070255193708e-5,-0.01947602109623403,0.06301693345891803,0.0012375654732064787,0.005096617850194627,-0.02029448897486774,5.867810401754547e-4,-0.02376877404618416,0.998,0.9975,0.998,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0.3,upi,0.944,0.929,1.25,0.9975,0.997,0.9975,0.0016581987079917976,-0.026641840106329306,0.06879003754369982,0.02410619346780301,0.0179025751585425,-0.04107770554008683,3.500536806493315e-4,-0.03735653486374524,0.9975,0.997,0.9975,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.6,0.7,0.3,mmr,0.818,0,0.75,0.989,0.9895,0.989,-0.0461972114342946,-0.16349965426097712,0.07657253559517925,-0.7563120492281703,-0.7212588466373518,-0.17314590472525593,-0.04528534755819674,-0.16227006902631802,0.989,0.9895,0.989,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
250,0.6,0.7,0.3,rapi,0.963,0.9105,3.95,0.9805,0.972,0.9805,0.015335516121319129,0.12822045231632084,0.08895247831198266,0.17497809827655297,0.12896847203677966,0.10284718184288288,0.012139582797220438,0.06639983410968475,0.9805,0.972,0.9805,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
250,0.6,0.7,0.3,tspa,0.9385,0.9155,3.2,0.987,0.984,0.987,0.006555841222231815,-0.05322778988481003,0.08266741174120737,0.0795344821502278,0.04857047110556043,-0.060573324639508486,0.004068191480731287,-0.08237569391407573,0.987,0.984,0.987,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
250,0.6,0.7,0.3,upi,0.9315,0.9015,3.45,0.9475,0.9365,0.9475,0.014073754589218211,-0.026531719183560898,0.11544536136602472,0.12279375272431342,-0.013760573384607485,-0.03737941740785167,0.003294957177484681,-0.09066606097542296,0.9475,0.9365,0.9475,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
250,0.6,0.8,0.3,mmr,0.8865,0,0.65,0.998,0.998,0.998,-0.014582676113321077,-0.17064000166241133,0.06095380903962399,-0.24633515184263746,-0.20175530128541855,-0.1675416607443868,-0.01337787814866348,-0.16987622441677852,0.998,0.998,0.998,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
250,0.6,0.8,0.3,rapi,0.969,0.784,1.5,0.997,0.996,0.997,0.006763212023252017,0.09822952590296485,0.06651027582446498,0.10219100866688337,0.09611306432263965,0.08302815811895625,0.006379128063817907,0.08163609762647095,0.997,0.996,0.997,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
250,0.6,0.8,0.3,tspa,0.9475,0.9185,1.4000000000000001,0.9975,0.9975,0.9975,0.002451411685278088,-0.02007358574551521,0.06485126144917505,0.03781810141859697,0.04713755208598758,-0.012934352551292161,0.002207457507871935,-0.028408431496573017,0.9975,0.9975,0.9975,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
250,0.6,0.8,0.3,upi,0.942,0.897,3.05,0.9955,0.9945,0.9955,0.006828220309832339,-0.0423965949843923,0.08215760303000522,0.08337892823801821,-0.01424637279704232,-0.05864682515648956,0.0017216887989277563,-0.0736512508055317,0.9955,0.9945,0.9955,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
250,0.6,0.9,0.3,mmr,0.8775,0,0.7000000000000001,1,1,1,0.013883430072729467,-0.17708053464372553,0.059015715224874116,0.24198213070545893,0.25923986830076906,-0.17950353825174103,0.014780010015539524,-0.17631280057822551,1,1,1,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
250,0.6,0.9,0.3,rapi,0.957,0.702,0.7000000000000001,1,1,1,0.001956678504463035,0.055073633052885373,0.055221004270186204,0.03544699147540769,0.040147144890232384,0.039930700608692415,0.0022157057224629906,0.05140214551640776,1,1,1,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
250,0.6,0.9,0.3,tspa,0.949,0.92,0.5499999999999999,1,1,1,-2.6343032173161313e-4,-0.0011722586348318353,0.05472502543497425,-0.004812560710378898,0.0026874607174928056,-0.00726847830426236,7.573151219369967e-5,-0.0035006036724889444,1,1,1,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
250,0.6,0.9,0.3,upi,0.9455,0.9195,1.6500000000000001,1,0.9995,1,7.634805113202642e-4,-0.011450814083160399,0.05998333552956545,0.012726058785522177,-0.015048019297601876,-0.02639814509477456,-2.4177958768822894e-4,-0.020002450026632146,1,0.9995,1,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
500,0,0.7,0.3,mmr,0.364,0,1,0.9975,0.9975,0.9975,-0.09237619864625521,-0.07655783782239323,0.10180179131189503,-2.1587241577686163,-2.269080453031336,-0.01826578859549699,-0.09162232559183331,-0.07579911188119692,0.9975,0.9975,0.9975,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.7
500,0,0.7,0.3,rapi,0.971,0.9015,3.4000000000000004,0.9965,0.995,0.9965,0.009046682943456782,0.10040101217485797,0.0746338902681388,0.12208403546722177,0.09966203946580268,0.10121744494682283,0.007014630498121677,0.06329410782944556,0.9965,0.995,0.9965,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.7
