N,cor_xm,rel,gamma_xm,method,coverage_std,coverage_usd,outlier_se,power_lrt,power_std,power_usd,raw_bias,raw_rse_bias,rmse,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,type1_lrt,type1_std,type1_usd,N_lab,gammaint_lab,cor_xm_lab,rel_lab
500,0,0.7,0.3,tspa,0.9365,0.9275,2.4,0.9975,0.9975,0.9975,0.001934827134931728,-0.05304158537816306,0.07094787430436514,0.02727443332974778,-0.005582629589472791,-0.03249116958192799,3.773335185376925e-4,-0.0712575047499805,0.9975,0.9975,0.9975,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.7
500,0,0.7,0.3,upi,0.9405,0.9245,2.6,0.981,0.9805,0.981,0.006617870559466599,-0.02660354583156932,0.09720182286172384,0.06822509731507101,-0.04959405356763558,-0.02413816829906723,-0.0018462438385515312,-0.06975458967321768,0.981,0.9805,0.981,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.7
500,0,0.8,0.3,mmr,0.625,0,1.3,0.9995,0.9995,0.9995,-0.06250741339731447,-0.09135464687527872,0.07544473133417039,-1.479232953086998,-1.5639345383024095,-0.03686556440480604,-0.06225142816823201,-0.09039129313472716,0.9995,0.9995,0.9995,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.8
500,0,0.8,0.3,rapi,0.97,0.7695,1.6500000000000001,0.9995,0.9995,0.9995,0.0036261954883058762,0.08516091388464209,0.0566858356883253,0.06408530929654319,0.06137910703281803,0.08565905905029969,0.00311146971509485,0.07465935459690631,0.9995,0.9995,0.9995,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.8
500,0,0.8,0.3,tspa,0.9485,0.938,1.15,0.9995,0.9995,0.9995,-3.603920092485868e-4,-0.014973725955215178,0.055601637756032656,-0.006480195247726464,-0.009068816645838024,-0.0017698663640727252,-8.126725983989003e-4,-0.02083743571191654,0.9995,0.9995,0.9995,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.8
500,0,0.8,0.3,upi,0.9555,0.9265,1.9,0.9985,0.9985,0.9985,0.001044763411471881,-0.004275231164589277,0.0666733145466171,0.01566789434490493,-0.047506872721500865,-0.030081348038201727,-0.0014382839650068369,-0.023159801920732526,0.9985,0.9985,0.9985,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.8
500,0,0.9,0.3,mmr,0.8425,0,1.35,1,1,1,-0.032441978655991785,-0.10615591281410353,0.052749880533627835,-0.7797711393715703,-0.7838335675578282,-0.07488460259842555,-0.032081991811301835,-0.10540912033865546,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.9
500,0,0.9,0.3,rapi,0.956,0.665,1.0999999999999999,1,1,1,0.0012086141604530178,0.031447026148236024,0.04767804369657127,0.025351299912479995,0.024040221892066546,0.04302740846927544,0.001272490929019432,0.028520680650731656,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.9
500,0,0.9,0.3,tspa,0.9445,0.931,1,1,1,1,-0.0015519603356351278,-0.015168957280271567,0.04726117355763186,-0.03284746043904054,-0.026019389305394065,-0.002365682143142034,-0.0014897544928270112,-0.017180076955152224,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.9
500,0,0.9,0.3,upi,0.947,0.941,1.15,1,1,1,-0.0015170510764613591,-0.00672015208782073,0.050333873091128016,-0.030145923990892422,-0.050024942891140727,-9.819836262497939e-4,-0.0018005622849366354,-0.010513804134219429,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.9
500,0.3,0.7,0.3,mmr,0.4575,0,0.8,0.999,0.999,0.999,-0.07941931865359297,-0.10168402405937393,0.09001386690289574,-1.874032405762007,-1.8797566948864728,-0.08722438505744123,-0.07887303030450585,-0.1012273959203619,0.999,0.999,0.999,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
500,0.3,0.7,0.3,rapi,0.974,0.8605,3.55,0.998,0.9975,0.998,0.010159289031011296,0.1188091167275982,0.0685938095397684,0.14972218203993765,0.10975612163818729,0.12776456024134597,0.00798816798170432,0.08594734065265697,0.998,0.9975,0.998,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
500,0.3,0.7,0.3,tspa,0.947,0.932,2.65,0.998,0.998,0.998,0.00403429891012367,-0.051737267868312675,0.0656260446460302,0.06157514018461343,0.02768555081678501,-0.02267196140162675,0.0021600238688635476,-0.06743741152708504,0.998,0.998,0.998,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
500,0.3,0.7,0.3,upi,0.9405,0.9155,2.9000000000000004,0.995,0.9945,0.995,0.008494150176693908,-0.02458868474458409,0.09082579778352012,0.09390953483646643,-0.008629286925345895,-0.04683546408843908,0.001198512107998595,-0.06734942617197914,0.995,0.9945,0.995,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
500,0.3,0.8,0.3,mmr,0.7195,0,1,1,1,1,-0.04920133521547499,-0.1108402487674307,0.06433240711774581,-1.1867820355085756,-1.1837500320213061,-0.08541523608180746,-0.048818903495780996,-0.11055080419431973,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
500,0.3,0.8,0.3,rapi,0.9695,0.7225,1.2,1,1,1,0.0042000101314203725,0.09304321397195259,0.05249931693561844,0.08023841405768123,0.07508359469605831,0.07492800411441225,0.004055097737105773,0.08351119571261467,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
500,0.3,0.8,0.3,tspa,0.9485,0.934,0.8500000000000001,1,1,1,7.070902198463258e-4,-0.013157062909234352,0.051463984453954344,0.013737377035199212,0.0213798519175621,0.006678948962709708,5.645811101743226e-4,-0.018540688156172935,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
500,0.3,0.8,0.3,upi,0.9495,0.9265,1.7999999999999998,1,1,1,0.0019046472309628105,-0.0018488459361925003,0.06198028000471927,0.030736723454869608,-8.328565553916494e-4,0.0014736704198601291,-3.2592353726734746e-4,-0.018150876346638145,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
500,0.3,0.9,0.3,mmr,0.885,0,1.0999999999999999,1,1,1,-0.0194293988424278,-0.12181602117144141,0.044934339469506965,-0.4794220162578634,-0.46090479235464293,-0.10444496821913996,-0.01900103853920082,-0.12167367005439444,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
500,0.3,0.9,0.3,rapi,0.9595,0.5975,0.8500000000000001,1,1,1,0.0017482804207112734,0.0445689746336182,0.044018729874071655,0.03973816316282569,0.048916676337488,0.050876672317597293,0.001988654778170784,0.042338829474483086,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
500,0.3,0.9,0.3,tspa,0.947,0.9285,0.8500000000000001,1,1,1,-6.493645743983406e-4,-0.005547090193688153,0.043612534169372066,-0.014887329973077125,9.111637186993528e-4,0.01158083645297392,-3.530820872066909e-4,-0.007036988674495648,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
500,0.3,0.9,0.3,upi,0.944,0.9355,1.15,1,1,1,-6.051253643229132e-4,0.00101687072756107,0.04671211256311125,-0.012952204454639064,-0.01973374857024631,-0.009350106077082643,-8.56729621008856e-4,-0.0021285096867809106,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
500,0.6,0.7,0.3,mmr,0.751,0,0.8999999999999999,1,1,1,-0.043702032392269316,-0.162585957987744,0.06137560195610402,-1.013854781277154,-1.030948096053166,-0.14199573363568285,-0.04326270704737062,-0.16250980687502647,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
500,0.6,0.7,0.3,rapi,0.972,0.768,2.25,1,1,1,0.008732335390779677,0.12521409124869898,0.058100396748074976,0.1519862020225246,0.13326588055845492,0.0861610323552977,0.007437898634662488,0.09961502393544519,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
500,0.6,0.7,0.3,tspa,0.9415,0.9135,1.7999999999999998,1,1,1,0.0050101681531290986,-0.04857661994991369,0.055945543716090104,0.08989317941488682,0.060201975098896535,-0.08900198448739005,0.0040820961578429404,-0.060859577540072984,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
500,0.6,0.7,0.3,upi,0.945,0.9115,3.85,1,1,1,0.008443314331587681,-0.03930911603528375,0.07824156466453991,0.10852015745702899,0.011145547864611841,-0.02043352505512075,0.0025253103391976173,-0.07877889537026639,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
500,0.6,0.8,0.3,mmr,0.878,0,0.95,1,1,1,-0.013192258278958195,-0.17237837725725624,0.04397854460526401,-0.3143726433896508,-0.3176501840293375,-0.15183375358666107,-0.012846783835250397,-0.1725368158290339,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
500,0.6,0.8,0.3,rapi,0.9745,0.609,0.95,1,1,1,0.0040168390505904055,0.09041738081284834,0.04585673240119302,0.08791142315177908,0.0892241930697967,0.079174824736856,0.003789913660518951,0.0822833646048311,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
500,0.6,0.8,0.3,tspa,0.9495,0.918,0.7000000000000001,1,1,1,0.0017478854797324617,-0.018924071411614674,0.045009615542041886,0.03885319933148714,0.030373297178233043,-0.027930646629524825,0.001606407453016434,-0.023088221749859472,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
500,0.6,0.8,0.3,upi,0.9475,0.9115,1.6500000000000001,1,1,1,0.0024293263539210633,-0.016851314053322075,0.054596262180543725,0.04452918112768936,-0.013192040804605277,-0.006891870962971947,2.1162196250840148e-4,-0.031086997355157964,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.8
500,0.6,0.9,0.3,mmr,0.8615,0,1.25,1,1,1,0.015376245098619483,-0.1828826932278239,0.04363467025870568,0.37644500519496116,0.3864075493962672,-0.1716842981365676,0.01560098795860082,-0.1830656528101564,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
500,0.6,0.9,0.3,rapi,0.961,0.4915,1.05,1,1,1,0.0017195516909997745,0.048123890181644535,0.038859334537260336,0.04428298556229855,0.06619934516443857,0.06785120695330837,0.0017050661903394992,0.04641953177798164,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
500,0.6,0.9,0.3,tspa,0.9495,0.917,0.75,1,1,1,2.118970467664673e-4,-0.004531017972766227,0.03853284374985503,0.0054978363511137135,0.011313206942476317,0.0026910215929707437,2.484720004699015e-4,-0.00552338556793619,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
500,0.6,0.9,0.3,upi,0.9445,0.932,1.3,1,1,1,1.9052987327074718e-4,-0.007708164614007806,0.04178887876347928,0.00455825139008354,-0.03184390331246718,-0.008596657280066422,-5.340976107633955e-4,-0.01130924509593556,1,1,1,italic(N) == 500,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.9
