N,cor_xm,rel,gamma_xm,raw_bias.reg_yint_est,method,par,convergence_rate,coverage,MAD,MeanSE,MedianSE,outlier_se,power,power_lrt,raw_bias,raw_rse_bias,rmse,SD,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,type1,type1_lrt,REPLICATIONS,N_lab,gammaint_lab,cor_xm_lab,rel_lab
250,0.3,0.8,0,-0.0010490727956763662,tspa,yint,1,0.9475,0.06627497933907518,0.0701449374958483,0.06919423159259816,1.95,0.05249999999999999,0.055499999999999994,-0.0014933882323246344,-0.0021260302296177702,0.07029267521385853,0.07029438548436046,-0.021244772566606944,-0.006199066676942603,0.0440475769684896,-4.36005880866148e-4,-0.013338327129791439,0.0525,0.0555,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.8
250,0.3,0.8,0,-0.0010490727956763662,upi,yint,1,0.9575,0.07129039865181969,0.07410435447281617,0.07094997037541192,2.6,0.04249999999999998,0.04849999999999999,-0.0020956287537098883,-0.047880106072991535,0.0778396611418439,0.07783090653339207,-0.02692540594796738,0.009812571075881155,-0.004775233170884685,-8.172067980790709e-4,-0.07720179175277442,0.0425,0.0485,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.8
250,0.3,0.9,0,2.9804354633632596e-4,rapi,yint,1,0.9505,0.05989291832238557,0.06140027889395106,0.06119923205479175,1.05,0.04949999999999999,0.05249999999999999,3.8323205094390936e-4,-0.002217125861150304,0.06152252104459939,0.06153671353293513,0.006227697726151711,-0.009767617753601042,0.02181082119549904,1.8038509689694166e-5,-0.006764211934373265,0.0495,0.0525,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
250,0.3,0.9,0,2.9804354633632596e-4,reg,yint,1,0.946,0.05603504915437554,0.05597713305858834,0.056015150637519204,0.7000000000000001,0.05400000000000005,0.05349999999999999,NA,9.535525318988824e-4,0.05591061846947489,0.055923806771048384,0.0053294574090156956,1.4330082574256502e-4,-3.5510840369767926e-4,1.086564706905571e-5,0.0017027575141319584,0.054,0.0535,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
250,0.3,0.9,0,2.9804354633632596e-4,tspa,yint,1,0.9475,0.059256018342611454,0.06050715847831518,0.06031407455129993,0.95,0.05249999999999999,0.05500000000000005,6.284443597368543e-4,-0.005893412113816776,0.06085389283294272,0.06086586611097153,0.010325070518031656,0.013925695213185917,0.01785567505685104,2.3672735641030781e-4,-0.009675349254796406,0.0525,0.055,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
250,0.3,0.9,0,2.9804354633632596e-4,upi,yint,1,0.95,0.06117583665151988,0.06139741728603818,0.06088537704305887,1.8499999999999999,0.050000000000000044,0.05300000000000005,2.125131341368402e-4,-0.008370259065618613,0.06190055140524049,0.06191566746292355,0.0034322998175558344,-0.00585671892148015,-0.0047479466462481135,2.0852023909216232e-4,-0.01757347588192848,0.05,0.053,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
250,0.6,0.7,0,0.001923196037809251,rapi,yint,1,0.9615,0.0707101247113183,0.07309727439590287,0.07031943718005687,3.6999999999999997,0.03849999999999998,0.04400000000000004,0.0019822191554495065,-0.021759644746901396,0.07473083568079564,0.07472322523127818,0.02652748391566716,0.022796695196004732,-0.005525199295807304,0.0017033029963467612,-0.05382279826229208,0.0385,0.044,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
250,0.6,0.7,0,0.001923196037809251,reg,yint,1,0.948,0.05718490082465934,0.055529811927006976,0.05557536562473807,1,0.052000000000000046,0.04949999999999999,NA,-0.004675037489919709,0.055809832160707826,0.055790635238332616,0.03447166409906482,0.004719995770942694,-0.028146157057374888,0.0012457027039682368,-0.004380216956573202,0.052,0.0495,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
250,0.6,0.7,0,0.001923196037809251,tspa,yint,1,0.9545,0.06847250124420123,0.06960676700471036,0.06756187463139404,3.2,0.045499999999999985,0.04800000000000004,0.0015536068919060776,-0.02754161404111144,0.07157711064868542,0.07157814463811209,0.021705045580056193,0.017777708933311428,-0.013299158001538802,9.868014244734421e-4,-0.051738285705225096,0.0455,0.048,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
250,0.6,0.7,0,0.001923196037809251,upi,yint,1,0.9625,0.0717511304163437,0.07526692436310335,0.07191262020199754,2.35,0.03749999999999998,0.04600000000000004,0.0012696372699869402,-0.08183309780840553,0.08196454733341312,0.08197520971780504,0.015488063700691876,-5.352293695478457e-4,0.00225069326039562,3.418441328892471e-4,-0.11329615524322967,0.0375,0.046,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
250,0.6,0.8,0,-7.317626299350406e-5,rapi,yint,1,0.9525,0.060351788257477564,0.060272391174777826,0.05930817663069876,2.15,0.04749999999999999,0.05249999999999999,-4.268571209112354e-4,-0.027640461509922054,0.06197167639517794,0.0619857046585581,-0.006886380065573733,0.005040030830825488,-0.017292140910994402,7.167668987157554e-4,-0.04055870925819083,0.0475,0.0525,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
250,0.6,0.8,0,-7.317626299350406e-5,reg,yint,1,0.9435,0.05481976768412997,0.054787072558516815,0.05485286907936497,0.8999999999999999,0.056499999999999995,0.055499999999999994,NA,-0.017358500233187413,0.055741001463558766,0.05575489389723328,-0.0013124634965386468,0.004269512057814752,6.038222457587228e-4,9.142636231841704e-4,-0.016372873971670754,0.0565,0.0555,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
250,0.6,0.8,0,-7.317626299350406e-5,tspa,yint,1,0.946,0.05818665852626292,0.058936687000051,0.05813398412471293,1.9,0.05400000000000005,0.05500000000000005,-4.996646946120987e-4,-0.031148896824738093,0.06081836459346093,0.06083152179617176,-0.008213910812330581,0.012434311112321794,-9.052659644687155e-4,6.377245644491753e-4,-0.042041661297394284,0.054,0.055,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
250,0.6,0.8,0,-7.317626299350406e-5,upi,yint,1,0.9515,0.05907031368423941,0.06146115590083872,0.05973186513714316,2.55,0.04849999999999999,0.0605,-5.073965254180549e-4,-0.05038568485193429,0.064708036552832,0.06472222977310065,-0.007839602053218122,0.01077627581201707,0.011199389534988446,7.911864737132639e-4,-0.07253840282750745,0.0485,0.0605,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
250,0.6,0.9,0,-0.001553464081980898,rapi,yint,1,0.9525,0.05197408676396638,0.052189931539611094,0.05171866794632539,1.55,0.04749999999999999,0.05149999999999999,-0.0014158201608012305,-0.010750446584879003,0.05276290215398675,0.05275709385911698,-0.02683658361815853,-0.050879989401013855,-0.004914349314129152,-0.002141635653558612,-0.016964006066371384,0.0475,0.0515,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
250,0.6,0.9,0,-0.001553464081980898,reg,yint,1,0.9475,0.055196899765308345,0.05407068582470717,0.05407118245431439,0.5,0.05249999999999999,0.050000000000000044,NA,-0.006838213117656311,0.05445153020104165,0.05444297851454964,-0.028533782029683437,-0.05588206639571129,-0.020394574981210778,-0.002096888352264454,-0.006449533078978331,0.0525,0.05,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
250,0.6,0.9,0,-0.001553464081980898,tspa,yint,1,0.95,0.051584687109498616,0.051620145332469,0.05125226526793911,1.5,0.050000000000000044,0.05349999999999999,-0.0013336972121006686,-0.013370794662144414,0.05232362008145474,0.052319701315543865,-0.02549130019028674,-0.05148368580111066,-0.006444196140104053,-0.0020961915639219966,-0.01904134550290215,0.05,0.0535,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
250,0.6,0.9,0,-0.001553464081980898,upi,yint,1,0.9515,0.05185561508401406,0.05218048060267215,0.05166645384443973,1.7500000000000002,0.04849999999999999,0.05349999999999999,-0.0011213316741972032,-0.013942241888647011,0.0529169309147468,0.052918280063650736,-0.0211898737609849,-0.05289330497481874,-0.0036478448721100065,-0.0019270559328456306,-0.022472783397354146,0.0485,0.0535,2000,italic(N) == 250,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
500,0,0.7,0,-0.0019055431692202801,rapi,yint,1,0.9585,0.06383946626247733,0.06538753958393861,0.0636326907194307,2.85,0.04149999999999998,0.04700000000000004,-0.0023381154534709314,-0.014595563282675195,0.0663806426549942,0.06635604341478708,-0.03523590818782747,-0.0365165198714438,-0.0032389923530448117,-0.0024206057747071337,-0.0349809358305011,0.0415,0.047,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.7
500,0,0.7,0,-0.0019055431692202801,reg,yint,1,0.944,0.04293645055528373,0.041809838258246884,0.04183888766369713,0.8,0.05600000000000005,0.05500000000000005,NA,-0.0061103203793860805,0.042099509593540994,0.04206688037469759,-0.045297943471140474,-0.058779697989678,-0.0255624970716527,-0.0016332000937457863,-0.0056158525159437644,0.056,0.055,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.7
500,0,0.7,0,-0.0019055431692202801,tspa,yint,1,0.9495,0.06259295219515541,0.06285762566891269,0.06150178846142709,2.1999999999999997,0.05049999999999999,0.05300000000000005,-0.0022940663396534915,-0.02367844085904558,0.06440686411780322,0.06438209325646752,-0.03563205580338972,-0.0419732638607016,-0.017432693226007823,-0.0023407689585933154,-0.04013825599044529,0.0505,0.053,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.7
500,0,0.7,0,-0.0019055431692202801,upi,yint,1,0.9655,0.07015596202732435,0.06902203727552284,0.06741714121262846,1.3,0.034499999999999975,0.04049999999999998,-0.002314939050028121,-0.07059650351201874,0.07428238963900005,0.07426487799577092,-0.031171384273464338,-0.04141929856289119,-0.03903903154558952,-0.0019284851542829367,-0.08811911055265198,0.0345,0.0405,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.7
500,0,0.8,0,4.4956706820530637e-4,rapi,yint,1,0.956,0.05203311229412112,0.05381771568278892,0.05341394569234854,1.7500000000000002,0.04400000000000004,0.04700000000000004,6.720619005893449e-4,-0.010891909443676129,0.054400895424114415,0.05441034826893302,0.012351729440648992,0.014545716578138065,0.026537589956605823,5.065780890121736e-4,-0.0180727002642036,0.044,0.047,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.8
500,0,0.8,0,4.4956706820530637e-4,reg,yint,1,0.948,0.04055419499285424,0.04138858287232388,0.04141218445782676,0.8999999999999999,0.052000000000000046,0.052000000000000046,NA,-0.007883954072267385,0.04170947381453251,0.04171748158112009,0.010776467110823034,0.012230496379836241,0.021156614380428485,3.7312913570287725e-4,-0.007386230315480913,0.052,0.052,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.8
500,0,0.8,0,4.4956706820530637e-4,tspa,yint,1,0.9505,0.05021226393565621,0.0526619296086812,0.05224249976050813,1.6,0.04949999999999999,0.052000000000000046,9.884348528505973e-4,-0.011529518739679334,0.053272028332310296,0.05327617830482518,0.01855303597782793,0.022560723529772033,0.040433066858995614,7.829893399474696e-4,-0.017453192967316955,0.0495,0.052,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.8
500,0,0.8,0,4.4956706820530637e-4,upi,yint,1,0.9515,0.05470511333491098,0.0553393665639685,0.05412324572185005,2.3,0.04849999999999999,0.05349999999999999,7.754817868692093e-4,-0.03212108634328659,0.05716688346987048,0.05717591920139323,0.013563083859442574,0.010818239865079135,-0.010636439220931049,5.402169863454222e-4,-0.049524621260659596,0.0485,0.0535,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.8
500,0,0.9,0,-0.001506076030663491,rapi,yint,1,0.9545,0.047929820651594554,0.0465497828890202,0.046330140860545224,1.05,0.045499999999999985,0.04600000000000004,-0.001726456706578575,-0.014526898825906631,0.04725571266709567,0.04723597512053932,-0.03654961503754097,-0.0320758900925463,-0.03337545956362997,-0.0016661240370461892,-0.018135371784802845,0.0455,0.046,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.9
500,0,0.9,0,-0.001506076030663491,reg,yint,1,0.9505,0.04229193643153541,0.04092853985325438,0.04094038243177897,0.4,0.04949999999999999,0.04800000000000004,NA,-0.013997707715533991,0.041526520140655956,0.04150957880475831,-0.03628261413461625,-0.028397033251459626,-0.031957723239852354,-0.001429927097754983,-0.013593111441918215,0.0495,0.048,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.9
500,0,0.9,0,-0.001506076030663491,tspa,yint,1,0.9545,0.046649479385522746,0.04596217176349432,0.04576132923224948,1.15,0.045499999999999985,0.04600000000000004,-0.0016370848265529116,-0.011282818732802347,0.04650387358054677,0.04648667246237849,-0.0352162187534029,-0.033946279004058666,-0.019038800967817404,-0.001563649869007636,-0.014564871023276083,0.0455,0.046,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.9
500,0,0.9,0,-0.001506076030663491,upi,yint,1,0.953,0.04652965620461932,0.046499150578797485,0.046378301520478976,1.2,0.04700000000000004,0.04800000000000004,-0.0020659210164365306,-0.01745524989210412,0.0473584737525288,0.047325224193291236,-0.043653697402439205,-0.05244973895139345,-0.0032528648712714103,-0.0020638546665279326,-0.021710062342538583,0.047,0.048,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0,Reliability == 0.9
500,0.3,0.7,0,-2.1933174098326733e-4,rapi,yint,1,0.954,0.058790218616617276,0.059213866688214774,0.05796875866880573,1.8499999999999999,0.04600000000000004,0.051000000000000045,5.484709818901727e-4,-0.02700474222882565,0.060844558316503976,0.06085730245371914,0.009012410339864715,-0.025286581579000194,-0.01397273164041879,-3.7643252867111566e-5,-0.04082115372741035,0.046,0.051,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.7
500,0.3,0.7,0,-2.1933174098326733e-4,reg,yint,1,0.9395,0.04093646629672008,0.04058875629806618,0.0406219123209331,0.7000000000000001,0.0605,0.06000000000000005,NA,-0.021767637729379508,0.04148214333558409,0.041491937768091965,-0.005286129132101835,-0.016690901650700137,-0.007683955266363007,-2.0642918353616969e-4,-0.021281906832273045,0.0605,0.06,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.7
500,0.3,0.7,0,-2.1933174098326733e-4,tspa,yint,1,0.947,0.05698912169041679,0.05722915029614531,0.05637097724201978,1.4000000000000001,0.05300000000000005,0.05500000000000005,5.378696172963077e-4,-0.037419564985585185,0.059441457194929936,0.05945388895764154,0.009046836577494834,-0.020411066590302285,-0.01084670951335176,1.2069310871827766e-4,-0.0487910063926541,0.053,0.055,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.7
500,0.3,0.7,0,-2.1933174098326733e-4,upi,yint,1,0.96,0.06009493182114244,0.06275673417500409,0.0606948495624903,1.35,0.040000000000000036,0.04600000000000004,0.0017470187423809151,-0.07347490769453335,0.06773903906848888,0.06773344261928935,0.025792557927409903,0.021869879009935755,0.009982834211932579,0.0016526482002219283,-0.09469503536074486,0.04,0.046,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.7
500,0.3,0.8,0,-0.0018433107606318005,rapi,yint,1,0.9575,0.049434915552448534,0.04924318008503749,0.04886702897174494,1.8499999999999999,0.04249999999999998,0.04500000000000004,-0.0025994936500838613,0.0031910905793095523,0.04914306746734101,0.04908654048811497,-0.05295736110621324,-0.08797917833116399,-0.011487560449073397,-0.0029402915266144086,-0.0037388481560732822,0.0425,0.045,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.8
500,0.3,0.8,0,-0.0018433107606318005,reg,yint,1,0.955,0.04126270676552166,0.04009465921782654,0.04013872198275049,0.6,0.04500000000000004,0.044499999999999984,NA,0.007933924829194305,0.03981180527549201,0.03977905518421858,-0.04633872655082797,-0.06972069745328635,-0.027239724944810417,-0.0020291870535482977,0.008245243016863357,0.045,0.0445,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.8
500,0.3,0.8,0,-0.0018433107606318005,tspa,yint,1,0.957,0.04912686934845378,0.04833410570531458,0.048010162895080546,1.7500000000000002,0.04300000000000004,0.04400000000000004,-0.002611396847586083,0.001860969900589371,0.04830290342828362,0.04824432446960238,-0.05412858147141148,-0.0623507896712575,-0.022731072999024438,-0.0028211662892091258,-0.004051166675087869,0.043,0.044,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.8
500,0.3,0.8,0,-0.0018433107606318005,upi,yint,1,0.9585,0.05061526873849726,0.05033495163983908,0.04961930076665112,1.6,0.04149999999999998,0.04700000000000004,-0.0025190030906498922,-0.004092096209249774,0.05059188673624434,0.05054177343933896,-0.04984002181231808,-0.05631938499437063,-0.01967722382334447,-0.0023551690067494485,-0.016878212178598972,0.0415,0.047,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.8
500,0.3,0.9,0,-4.4985007311837763e-4,rapi,yint,1,0.956,0.041118948476695213,0.04273848220575466,0.042587620578194915,1.15,0.04400000000000004,0.04600000000000004,-5.155125054084283e-4,0.02877101734982901,0.04153605298137269,0.041543240901023196,-0.012409058470826512,0.030793179664813528,0.03571764735988059,7.626594018892828e-4,0.02581057233484252,0.044,0.046,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
500,0.3,0.9,0,-4.4985007311837763e-4,reg,yint,1,0.9545,0.03945105159113506,0.03959721165815098,0.03962420633694019,0.6,0.045499999999999985,0.044499999999999984,NA,0.03180260180333483,0.038369773486051376,0.03837673174010695,-0.011721948501629335,0.027675927381480496,0.004389103428716901,7.238514693300148e-4,0.032339145789584745,0.0455,0.0445,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
500,0.3,0.9,0,-4.4985007311837763e-4,tspa,yint,1,0.954,0.04052816197220029,0.04226718064561949,0.04209358330047418,0.95,0.04600000000000004,0.046499999999999986,-4.955077543142616e-4,0.028731272183000423,0.041079422877427337,0.04108670727577591,-0.012060050249059637,0.042507589547261804,0.03862551993716523,7.992261632211789e-4,0.02603917435830483,0.046,0.0465,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
500,0.3,0.9,0,-4.4985007311837763e-4,upi,yint,1,0.96,0.04078180379053141,0.04278990984532436,0.042541810446696984,1.4500000000000002,0.040000000000000036,0.041000000000000036,-2.907557247320116e-4,0.02225810801809902,0.041848769152736665,0.04185822495287733,-0.006946202928082479,0.03782710253128237,0.043156665291352425,8.168999051966986e-4,0.01780301969393916,0.04,0.041,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.3,Reliability == 0.9
500,0.6,0.7,0,-1.2980406162310874e-4,rapi,yint,1,0.954,0.04749739221568143,0.04847392536418918,0.04770244514461081,2.1999999999999997,0.04600000000000004,0.05049999999999999,-4.4664851739635076e-4,-0.02750626104919185,0.04983451304981829,0.04984497423755768,-0.008960753300175359,-0.004028635687826374,0.0043171407810822515,-2.9492819154952995e-4,-0.039836709267636494,0.046,0.0505,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
500,0.6,0.7,0,-1.2980406162310874e-4,reg,yint,1,0.9495,0.03966852289002911,0.03932689134849398,0.03935321011862283,0.7000000000000001,0.05049999999999999,0.04949999999999999,NA,-0.016463224761304907,0.03997538949290052,0.0399851762929248,-0.003246304597288395,0.002316605570469008,-0.007948689500751005,-2.3718830580535794e-4,-0.01604123434950877,0.0505,0.0495,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
500,0.6,0.7,0,-1.2980406162310874e-4,tspa,yint,1,0.946,0.04637586356959451,0.04720528664842867,0.046464880878182326,1.55,0.05400000000000005,0.05700000000000005,-6.517231676279493e-4,-0.03483465641603378,0.04890112968161966,0.048909015395373,-0.013325215450761355,-0.017358510161705924,0.0019194749539106493,-4.087052278305515e-4,-0.04517214606868225,0.054,0.057,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
500,0.6,0.7,0,-1.2980406162310874e-4,upi,yint,1,0.956,0.05056599268578473,0.05146341743118563,0.04999784801970901,1.5,0.04400000000000004,0.05149999999999999,-0.0012914543229742947,-0.05893950090402311,0.05468819701126634,0.05468661949005787,-0.023615544991020768,0.009750508153078598,-0.011235706764547326,-7.3115739045536e-4,-0.0800645605654875,0.044,0.0515,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.7
500,0.6,0.8,0,-8.294614446610935e-4,rapi,yint,1,0.9505,0.04156153789789478,0.041152296902145176,0.04095694288661443,1.15,0.04949999999999999,0.05300000000000005,-0.001231675783385631,-0.014163929775873996,0.04175128377777439,0.04174354960737982,-0.029505775023211823,-0.005798929987836703,-0.014546983626199661,-6.740529870828853e-4,-0.018406196245359552,0.0495,0.053,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
500,0.6,0.8,0,-8.294614446610935e-4,reg,yint,1,0.946,0.039072516452973084,0.038750956840516035,0.038769587537355925,0.95,0.05400000000000005,0.05300000000000005,NA,-0.00836979376677538,0.03907706536874608,0.03907803190840082,-0.021225773258114866,-0.0020994760893715595,-0.007752992208263754,-5.535782040413307e-4,-0.008039589781742684,0.054,0.053,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
500,0.6,0.8,0,-8.294614446610935e-4,tspa,yint,1,0.9505,0.04009594707939099,0.04055869127648485,0.04030434128701941,1.4000000000000001,0.04949999999999999,0.05300000000000005,-0.0011603372593667835,-0.018053519423241404,0.04131035249129564,0.04130438071600623,-0.028092353383648017,-0.010429367722343545,0.005197388334930553,-7.195162558549338e-4,-0.022099511616026968,0.0495,0.053,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
500,0.6,0.8,0,-8.294614446610935e-4,upi,yint,1,0.951,0.04266026033921789,0.04218751945501913,0.04175756622131181,1.6,0.049000000000000044,0.052000000000000046,-0.0013986880676032563,-0.0332366609986946,0.0436494019427052,0.04363789745957895,-0.032052141579434194,-0.026739881011066068,-0.021160070537033837,-0.0012517327792957043,-0.04295976535907453,0.049,0.052,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.8
500,0.6,0.9,0,-1.6660195263828876e-4,rapi,yint,1,0.951,0.036144354353805884,0.03621976687829993,0.03608640583251608,0.7000000000000001,0.049000000000000044,0.052000000000000046,-1.5868922202371346e-4,-0.00493292139644097,0.03639056690534903,0.036399321871978155,-0.004359675231913582,-0.01425032794679933,-0.0016032523564417644,-5.460952950666077e-4,-0.007596462806277349,0.049,0.052,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
500,0.6,0.9,0,-1.6660195263828876e-4,reg,yint,1,0.945,0.038036456117548585,0.03820806881952177,0.0382471275954817,0.4,0.05500000000000005,0.05400000000000005,NA,-0.005908379708630118,0.03842590950511194,0.038435158329091355,-0.0043346238153047665,-0.01007266073946547,0.005538672616661522,-5.021673628386689e-4,-0.005510906158294526,0.055,0.054,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
500,0.6,0.9,0,-1.6660195263828876e-4,tspa,yint,1,0.953,0.03584741142130787,0.03593691942010236,0.03581277632238454,0.6,0.04700000000000004,0.04800000000000004,-1.430178936922908e-4,-0.004137529035304843,0.03607748802418964,0.03608622723305373,-0.003963226545369958,-0.01063142707873418,-9.661813098935657e-4,-5.255493657615882e-4,-0.006498854554715772,0.047,0.048,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
500,0.6,0.9,0,-1.6660195263828876e-4,upi,yint,1,0.9505,0.03616305769991848,0.036254918447720295,0.03604377183742942,1.2,0.04949999999999999,0.052000000000000046,-8.84393834898172e-5,-0.00576468061050972,0.03645611811700427,0.03646512826559271,-0.002425313928575035,-0.02140294196330495,-0.0032985557659116482,-4.270665391097783e-4,-0.010162246927769236,0.0495,0.052,2000,italic(N) == 500,\beta_{xm} == 0,Correlation_XM == 0.6,Reliability == 0.9
