N,cor_xm,rel,gamma_xm,raw_bias.reg_yint_est,method,par,convergence_rate,coverage,MAD,MeanSE,MedianSE,outlier_se,power,power_lrt,raw_bias,raw_rse_bias,rmse,SD,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,type1,type1_lrt,REPLICATIONS,N_lab,gammaint_lab,cor_xm_lab,rel_lab
250,0,0.9,0.3,-0.030954918583024005,tspa,yint,1,0.9555,0.06531625037713708,0.06625934213026868,0.0657505634707374,0.95,0.9945,0.9945,6.091286653734857e-4,0.02369341410165604,0.06471245112989873,0.06472576771280167,0.009410914491988597,0.011997261415932301,0.006649388032726966,7.513209232035134e-6,0.01834020759191124,0.9945,0.9945,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.9
250,0,0.9,0.3,-0.030954918583024005,upi,yint,1,0.956,0.06879366943276721,0.07144606746855175,0.07033951608744984,1.7999999999999998,0.993,0.9935,0.0014726363539480161,0.024236474507879358,0.0697535473245887,0.06975544148911494,0.02111141901636173,-0.011653458002564095,0.02247076900285716,-4.957363969797512e-4,0.012234316367174536,0.993,0.9935,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0,rho == 0.9
250,0.3,0.7,0.3,-0.07935803868258434,rapi,yint,1,0.975,0.09667032587348162,0.11886411712181916,0.10761148047324764,5.3,0.902,0.926,0.023311076173429635,0.09484575519744887,0.1110148907651512,0.1085669981890579,0.21471604228050847,0.13970131481273895,0.11318007362554439,0.014473618719251735,0.006937638557755532,0.902,0.926,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0.3,-0.07935803868258434,reg,yint,1,0.676,0.06181670385816859,0.053855672684549674,0.05395389417456363,0.5499999999999999,0.965,0.9645,NA,-0.09837797633761991,0.099316787670695,0.05973198443599286,-1.3285685957348732,-1.277113845299157,-0.12719555060142462,-0.07913351319894266,-0.0969824413012037,0.965,0.9645,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0.3,-0.07935803868258434,tspa,yint,1,0.948,0.0921275111477096,0.0924230395712265,0.08793632053214098,3.95,0.947,0.95,0.010717619233980128,-0.08392362018942523,0.10143269036763898,0.10089010218813592,0.10623063116731042,0.021598014508859325,-0.045493366350132014,0.0034832627971577157,-0.123249634661183,0.947,0.95,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
250,0.3,0.7,0.3,-0.07935803868258434,upi,yint,1,0.9225,0.12175965376809139,0.13118360209248883,0.11826367677205595,3.85,0.8049999999999999,0.8355,0.014177678870920913,-0.03263125227977437,0.13631407371443358,0.13560868324684464,0.10454845907701715,0.0029611782348600174,-0.02871211347803293,0.0026825642610256994,-0.10955119768545196,0.805,0.8355,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.7
250,0.3,0.8,0.3,-0.048564762503087854,rapi,yint,1,0.969,0.07697321860527341,0.08415060477195056,0.08153279605963168,3.1,0.9855,0.988,0.010052977581396241,0.07303775584732786,0.07904504948711029,0.07842278085126721,0.12818950657286957,0.0774987339939945,0.059235894470520245,0.006699658185110924,0.04677675685124916,0.9855,0.988,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0.3,-0.048564762503087854,reg,yint,1,0.8235,0.06009031017736541,0.05212397233301002,0.052241596388244924,0.44999999999999996,0.9905,0.99,NA,-0.11650167238592224,0.07640334685149588,0.05899725070648733,-0.8231699260817871,-0.7814137694700067,-0.13061529830606378,-0.04834211974158231,-0.11526257399417494,0.9905,0.99,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0.3,-0.048564762503087854,tspa,yint,1,0.949,0.075746599996391,0.07343625880207612,0.07209256725919705,2.15,0.9855,0.986,0.0038162810626468013,-0.03832993178170374,0.07643948838365014,0.07636325724282218,0.04997535726523142,-0.012314434126821806,-0.048240221176502285,0.0011516003112785334,-0.051363156338918414,0.9855,0.986,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.8,0.3,-0.048564762503087854,upi,yint,1,0.9445,0.0872042450764791,0.09078989395590999,0.08600066584585109,3.8,0.9735,0.976,0.008061730287013713,-0.05950576767280957,0.09684622424403021,0.09653423788815423,0.08351161684576779,-0.004467615959733756,-0.013801842210461879,0.001407029738216603,-0.10190614191957093,0.9735,0.976,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.8
250,0.3,0.9,0.3,-0.01865807270800865,rapi,yint,1,0.957,0.059516962028181866,0.06601087088700199,0.06545890510482108,1.3,0.998,0.999,0.005024709345091585,0.059061446014027075,0.0625162667884918,0.06232959488370204,0.08061514525269993,0.06898146619624107,0.09983612862877056,0.004553613003239254,0.05213737139142749,0.998,0.999,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0.3,-0.01865807270800865,reg,yint,1,0.91,0.057058401873765034,0.05031016883776281,0.050335172992618624,0.7000000000000001,1,1,NA,-0.092433477642195,0.05847675591567211,0.055434139094355225,-0.3365809050673721,-0.28574134937380585,-0.11783065526477166,-0.017487327109544204,-0.09204317815499863,1,1,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0.3,-0.01865807270800865,tspa,yint,1,0.949,0.058523802555462974,0.06196588368217917,0.06167210767083532,1.3,0.9985,0.999,0.0018101633424886772,0.007757561703635174,0.06150015123383035,0.061488879902250056,0.02943887326239034,0.006889421245749893,0.053795293161081004,0.0011393393439472765,0.0032117054009419554,0.9985,0.999,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.3,0.9,0.3,-0.01865807270800865,upi,yint,1,0.945,0.06192805842817694,0.06689788387861133,0.0659619495069651,1.4500000000000002,0.999,0.999,0.0023553777749093065,0.0035109650312330487,0.06668876918618763,0.0666638295043734,0.03533217027015788,0.017014376905636838,0.06513834247632033,6.468341706655778e-4,-0.0070790203483256375,0.999,0.999,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.3,rho == 0.9
250,0.6,0.7,0.3,-0.04249888485394124,rapi,yint,1,0.9745,0.08495809354617243,0.0978549862134157,0.09112733415786783,4,0.9785,0.985,0.01769990216729586,0.13729546081582278,0.08782244576235215,0.08604183308989981,0.20571275078254495,0.1410942306796864,0.07261510180124975,0.013186248582029714,0.07897442650156616,0.9785,0.985,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
250,0.6,0.7,0.3,-0.04249888485394124,reg,yint,1,0.8345,0.05900625681448633,0.050980480281781995,0.05111531520541722,0.4,0.9945,0.994,NA,-0.1454050102779837,0.07323278855673673,0.05965455086316968,-0.7124164751725545,-0.7182255522176262,-0.13373059121302955,-0.04248039498277911,-0.14427689037793245,0.9945,0.994,2000,italic(N) == 250,\beta_{xm} == 0.3,corr[XM] == 0.6,rho == 0.7
